frame_number,start_time,processing_duration,face_detected
0,2023-03-08-08-09-49,0.0397825,1
1,2023-03-08-08-09-49,0.0222565,1
2,2023-03-08-08-09-49,0.0215107,1
3,2023-03-08-08-09-49,0.0237696,1
4,2023-03-08-08-09-49,0.0209795,1
5,2023-03-08-08-09-49,0.021737,1
6,2023-03-08-08-09-49,0.0200982,1
7,2023-03-08-08-09-49,0.0198551,1
8,2023-03-08-08-09-49,0.0206935,1
9,2023-03-08-08-09-49,0.0185088,1
10,2023-03-08-08-09-49,0.0197081,1
11,2023-03-08-08-09-49,0.0173748,1
12,2023-03-08-08-09-49,0.0160724,1
13,2023-03-08-08-09-49,0.0154706,1
14,2023-03-08-08-09-49,0.0159682,1
15,2023-03-08-08-09-49,0.0113164,1
16,2023-03-08-08-09-49,0.0143079,1
17,2023-03-08-08-09-49,0.0114644,1
18,2023-03-08-08-09-50,0.0116341,1
19,2023-03-08-08-09-50,0.0113339,1
20,2023-03-08-08-09-50,0.0135957,1
21,2023-03-08-08-09-50,0.0121672,1
22,2023-03-08-08-09-50,0.0154044,1
23,2023-03-08-08-09-50,0.0132793,1
24,2023-03-08-08-09-50,0.0117196,1
25,2023-03-08-08-09-50,0.0143807,1
26,2023-03-08-08-09-50,0.0112644,1
27,2023-03-08-08-09-50,0.0112692,1
28,2023-03-08-08-09-50,0.0113689,1
29,2023-03-08-08-09-50,0.0131936,1
30,2023-03-08-08-09-50,0.0133466,1
31,2023-03-08-08-09-50,0.0122842,1
32,2023-03-08-08-09-50,0.0136728,1
33,2023-03-08-08-09-50,0.0119817,1
34,2023-03-08-08-09-50,0.0111942,1
35,2023-03-08-08-09-50,0.0127196,1
36,2023-03-08-08-09-50,0.0114404,1
37,2023-03-08-08-09-50,0.0119058,1
38,2023-03-08-08-09-50,0.0143177,1
39,2023-03-08-08-09-50,0.0118201,1
40,2023-03-08-08-09-50,0.0134639,1
41,2023-03-08-08-09-50,0.0151667,1
42,2023-03-08-08-09-50,0.0129142,1
43,2023-03-08-08-09-50,0.0139495,1
44,2023-03-08-08-09-50,0.0113468,1
45,2023-03-08-08-09-50,0.0120881,1
46,2023-03-08-08-09-50,0.0128316,1
47,2023-03-08-08-09-50,0.0118316,1
48,2023-03-08-08-09-51,0.0146176,1
49,2023-03-08-08-09-51,0.0148264,1
50,2023-03-08-08-09-51,0.0122871,1
51,2023-03-08-08-09-51,0.0113961,1
52,2023-03-08-08-09-51,0.0132138,1
53,2023-03-08-08-09-51,0.0150753,1
54,2023-03-08-08-09-51,0.0124789,1
55,2023-03-08-08-09-51,0.0114882,1
56,2023-03-08-08-09-51,0.0148697,1
57,2023-03-08-08-09-51,0.0127136,1
58,2023-03-08-08-09-51,0.0130686,1
59,2023-03-08-08-09-51,0.0112443,1
60,2023-03-08-08-09-51,0.0114962,1
61,2023-03-08-08-09-51,0.016573,1
62,2023-03-08-08-09-51,0.0109708,1
63,2023-03-08-08-09-51,0.0140297,1
64,2023-03-08-08-09-51,0.017748,1
65,2023-03-08-08-09-51,0.0189497,1
66,2023-03-08-08-09-51,0.0214522,1
67,2023-03-08-08-09-51,0.0183559,1
68,2023-03-08-08-09-51,0.0163137,1
69,2023-03-08-08-09-51,0.0123904,1
70,2023-03-08-08-09-51,0.0138999,1
71,2023-03-08-08-09-51,0.0170582,1
72,2023-03-08-08-09-51,0.0145217,1
73,2023-03-08-08-09-51,0.0111362,1
74,2023-03-08-08-09-51,0.0139382,1
75,2023-03-08-08-09-51,0.0112905,1
76,2023-03-08-08-09-51,0.0113879,1
77,2023-03-08-08-09-51,0.018458,1
78,2023-03-08-08-09-52,0.0129994,1
79,2023-03-08-08-09-52,0.014506,1
80,2023-03-08-08-09-52,0.0119984,1
81,2023-03-08-08-09-52,0.0119603,1
82,2023-03-08-08-09-52,0.0118011,1
83,2023-03-08-08-09-52,0.0117521,1
84,2023-03-08-08-09-52,0.0148416,1
85,2023-03-08-08-09-52,0.0154815,1
86,2023-03-08-08-09-52,0.0131813,1
87,2023-03-08-08-09-52,0.0111067,1
88,2023-03-08-08-09-52,0.0113742,1
89,2023-03-08-08-09-52,0.014705,1
90,2023-03-08-08-09-52,0.0129125,1
91,2023-03-08-08-09-52,0.0125931,1
92,2023-03-08-08-09-52,0.0147314,1
93,2023-03-08-08-09-52,0.0113593,1
94,2023-03-08-08-09-52,0.0143597,1
95,2023-03-08-08-09-52,0.0117642,1
96,2023-03-08-08-09-52,0.0150618,1
97,2023-03-08-08-09-52,0.0145502,1
98,2023-03-08-08-09-52,0.0123971,1
99,2023-03-08-08-09-52,0.0115599,1
100,2023-03-08-08-09-52,0.0121249,1
101,2023-03-08-08-09-52,0.0134275,1
102,2023-03-08-08-09-52,0.0153581,1
103,2023-03-08-08-09-52,0.0118796,1
104,2023-03-08-08-09-52,0.0111813,1
105,2023-03-08-08-09-52,0.0113379,1
106,2023-03-08-08-09-52,0.0111597,1
107,2023-03-08-08-09-53,0.0111546,1
108,2023-03-08-08-09-53,0.0142772,1
109,2023-03-08-08-09-53,0.0123029,1
110,2023-03-08-08-09-53,0.0120933,1
111,2023-03-08-08-09-53,0.0116817,1
112,2023-03-08-08-09-53,0.0139983,1
113,2023-03-08-08-09-53,0.0159639,1
114,2023-03-08-08-09-53,0.0115053,1
115,2023-03-08-08-09-53,0.0141267,1
116,2023-03-08-08-09-53,0.0130737,1
117,2023-03-08-08-09-53,0.0134574,1
118,2023-03-08-08-09-53,0.0114429,1
119,2023-03-08-08-09-53,0.0110024,1
120,2023-03-08-08-09-53,0.0112166,1
121,2023-03-08-08-09-53,0.0133354,1
122,2023-03-08-08-09-53,0.01621,1
123,2023-03-08-08-09-53,0.0114201,1
124,2023-03-08-08-09-53,0.0113622,1
125,2023-03-08-08-09-53,0.0113634,1
126,2023-03-08-08-09-53,0.0144536,1
127,2023-03-08-08-09-53,0.0142986,1
128,2023-03-08-08-09-53,0.0125437,1
129,2023-03-08-08-09-53,0.0114232,1
130,2023-03-08-08-09-53,0.0116866,1
131,2023-03-08-08-09-53,0.0110502,1
132,2023-03-08-08-09-53,0.0124585,1
133,2023-03-08-08-09-53,0.0103302,1
134,2023-03-08-08-09-53,0.0158577,1
135,2023-03-08-08-09-53,0.0111893,1
136,2023-03-08-08-09-53,0.0114003,1
137,2023-03-08-08-09-54,0.0118661,1
138,2023-03-08-08-09-54,0.011348,1
139,2023-03-08-08-09-54,0.012755,1
145,2023-03-08-08-09-54,0.0113664,1
146,2023-03-08-08-09-54,0.0131057,1
147,2023-03-08-08-09-54,0.011734,1
148,2023-03-08-08-09-54,0.0113005,1
149,2023-03-08-08-09-54,0.0117716,1
150,2023-03-08-08-09-54,0.0115019,1
151,2023-03-08-08-09-54,0.0116975,1
152,2023-03-08-08-09-54,0.0113293,1
153,2023-03-08-08-09-54,0.0135415,1
154,2023-03-08-08-09-54,0.0116097,1
155,2023-03-08-08-09-54,0.0115145,1
156,2023-03-08-08-09-54,0.0128236,1
157,2023-03-08-08-09-54,0.0112907,1
158,2023-03-08-08-09-54,0.010982,1
159,2023-03-08-08-09-54,0.0114421,1
160,2023-03-08-08-09-54,0.0113132,1
161,2023-03-08-08-09-54,0.0114577,1
162,2023-03-08-08-09-54,0.0117062,1
163,2023-03-08-08-09-54,0.0114471,1
164,2023-03-08-08-09-54,0.0138989,1
165,2023-03-08-08-09-54,0.0124184,1
166,2023-03-08-08-09-54,0.0120058,1
167,2023-03-08-08-09-55,0.0111664,1
168,2023-03-08-08-09-55,0.0111955,1
169,2023-03-08-08-09-55,0.0113951,1
170,2023-03-08-08-09-55,0.0119558,1
171,2023-03-08-08-09-55,0.0124493,1
172,2023-03-08-08-09-55,0.0119165,1
173,2023-03-08-08-09-55,0.015487,1
174,2023-03-08-08-09-55,0.0120746,1
175,2023-03-08-08-09-55,0.0146195,1
176,2023-03-08-08-09-55,0.0111616,1
177,2023-03-08-08-09-55,0.0120546,1
178,2023-03-08-08-09-55,0.0120958,1
179,2023-03-08-08-09-55,0.0111318,1
180,2023-03-08-08-09-55,0.0116481,1
181,2023-03-08-08-09-55,0.011311,1
182,2023-03-08-08-09-55,0.0147587,1
183,2023-03-08-08-09-55,0.0123774,1
184,2023-03-08-08-09-55,0.0117967,1
185,2023-03-08-08-09-55,0.0139947,1
186,2023-03-08-08-09-55,0.0145289,1
187,2023-03-08-08-09-55,0.0112756,1
188,2023-03-08-08-09-55,0.0112383,1
189,2023-03-08-08-09-55,0.0151027,1
190,2023-03-08-08-09-55,0.0117108,1
191,2023-03-08-08-09-55,0.0118241,1
192,2023-03-08-08-09-55,0.0110587,1
193,2023-03-08-08-09-55,0.0118352,1
194,2023-03-08-08-09-55,0.0112056,1
195,2023-03-08-08-09-55,0.0135304,1
196,2023-03-08-08-09-55,0.0118406,1
197,2023-03-08-08-09-56,0.0120618,1
198,2023-03-08-08-09-56,0.0107732,1
199,2023-03-08-08-09-56,0.0148264,1
200,2023-03-08-08-09-56,0.0127537,1
201,2023-03-08-08-09-56,0.0148297,1
202,2023-03-08-08-09-56,0.012337,1
203,2023-03-08-08-09-56,0.0112322,1
204,2023-03-08-08-09-56,0.0118063,1
205,2023-03-08-08-09-56,0.0146973,1
206,2023-03-08-08-09-56,0.0110197,1
207,2023-03-08-08-09-56,0.0121956,1
208,2023-03-08-08-09-56,0.0134154,1
209,2023-03-08-08-09-56,0.0126814,1
210,2023-03-08-08-09-56,0.0126276,1
211,2023-03-08-08-09-56,0.0114146,1
212,2023-03-08-08-09-56,0.0164868,1
213,2023-03-08-08-09-56,0.0117788,1
214,2023-03-08-08-09-56,0.0150542,1
215,2023-03-08-08-09-56,0.011563,1
216,2023-03-08-08-09-56,0.0112308,1
217,2023-03-08-08-09-56,0.0145381,1
218,2023-03-08-08-09-56,0.0134794,1
219,2023-03-08-08-09-56,0.0158731,1
220,2023-03-08-08-09-56,0.0125699,1
221,2023-03-08-08-09-56,0.0111655,1
222,2023-03-08-08-09-56,0.0112128,1
223,2023-03-08-08-09-56,0.0126651,1
224,2023-03-08-08-09-56,0.0121794,1
225,2023-03-08-08-09-56,0.0159944,1
226,2023-03-08-08-09-57,0.0130062,1
227,2023-03-08-08-09-57,0.0119435,1
228,2023-03-08-08-09-57,0.0122343,1
229,2023-03-08-08-09-57,0.0120538,1
230,2023-03-08-08-09-57,0.0113827,1
231,2023-03-08-08-09-57,0.0117777,1
232,2023-03-08-08-09-57,0.0114028,1
233,2023-03-08-08-09-57,0.0116305,1
234,2023-03-08-08-09-57,0.0118363,1
235,2023-03-08-08-09-57,0.0117807,1
236,2023-03-08-08-09-57,0.0124041,1
237,2023-03-08-08-09-57,0.0154188,1
238,2023-03-08-08-09-57,0.0137812,1
239,2023-03-08-08-09-57,0.0115592,1
240,2023-03-08-08-09-57,0.0113984,1
241,2023-03-08-08-09-57,0.0116649,1
242,2023-03-08-08-09-57,0.0120309,1
243,2023-03-08-08-09-57,0.0111992,1
244,2023-03-08-08-09-57,0.0120097,1
245,2023-03-08-08-09-57,0.0129277,1
246,2023-03-08-08-09-57,0.0117869,1
247,2023-03-08-08-09-57,0.0111475,1
248,2023-03-08-08-09-57,0.0120276,1
249,2023-03-08-08-09-57,0.0131414,1
250,2023-03-08-08-09-57,0.0120321,1
251,2023-03-08-08-09-57,0.0151103,1
252,2023-03-08-08-09-57,0.0113652,1
253,2023-03-08-08-09-57,0.0119503,1
254,2023-03-08-08-09-57,0.0121103,1
255,2023-03-08-08-09-57,0.0112313,1
256,2023-03-08-08-09-57,0.0116983,1
257,2023-03-08-08-09-58,0.0124898,1
258,2023-03-08-08-09-58,0.0114032,1
259,2023-03-08-08-09-58,0.0113999,1
260,2023-03-08-08-09-58,0.0109303,1
261,2023-03-08-08-09-58,0.0113098,1
262,2023-03-08-08-09-58,0.0114924,1
263,2023-03-08-08-09-58,0.0108837,1
264,2023-03-08-08-09-58,0.0138077,1
265,2023-03-08-08-09-58,0.0114832,1
266,2023-03-08-08-09-58,0.0110707,1
267,2023-03-08-08-09-58,0.0110384,1
268,2023-03-08-08-09-58,0.0117095,1
269,2023-03-08-08-09-58,0.0114801,1
270,2023-03-08-08-09-58,0.0112277,1
271,2023-03-08-08-09-58,0.0114998,1
272,2023-03-08-08-09-58,0.0118701,1
273,2023-03-08-08-09-58,0.0134978,1
274,2023-03-08-08-09-58,0.0115052,1
275,2023-03-08-08-09-58,0.0114156,1
276,2023-03-08-08-09-58,0.0129204,1
277,2023-03-08-08-09-58,0.0123488,1
278,2023-03-08-08-09-58,0.0114454,1
279,2023-03-08-08-09-58,0.0131128,1
280,2023-03-08-08-09-58,0.014608,1
281,2023-03-08-08-09-58,0.0110278,1
282,2023-03-08-08-09-58,0.011684,1
283,2023-03-08-08-09-58,0.0122247,1
284,2023-03-08-08-09-58,0.0115008,1
295,2023-03-08-08-09-59,0.0167141,1
296,2023-03-08-08-09-59,0.0124851,1
297,2023-03-08-08-09-59,0.0115257,1
298,2023-03-08-08-09-59,0.0117832,1
299,2023-03-08-08-09-59,0.013942,1
300,2023-03-08-08-09-59,0.0116914,1
301,2023-03-08-08-09-59,0.0118328,1
302,2023-03-08-08-09-59,0.0108691,1
303,2023-03-08-08-09-59,0.01185,1
304,2023-03-08-08-09-59,0.0121483,1
305,2023-03-08-08-09-59,0.0129352,1
306,2023-03-08-08-09-59,0.0106851,1
307,2023-03-08-08-09-59,0.0118465,1
308,2023-03-08-08-09-59,0.0114596,1
309,2023-03-08-08-09-59,0.0116733,1
310,2023-03-08-08-09-59,0.0117154,1
311,2023-03-08-08-09-59,0.0150495,1
312,2023-03-08-08-09-59,0.0116085,1
313,2023-03-08-08-09-59,0.0133218,1
314,2023-03-08-08-09-59,0.0107088,1
315,2023-03-08-08-09-59,0.0125603,1
316,2023-03-08-08-10-00,0.0122637,1
317,2023-03-08-08-10-00,0.0119882,1
318,2023-03-08-08-10-00,0.0112237,1
319,2023-03-08-08-10-00,0.0136115,1
320,2023-03-08-08-10-00,0.0109728,1
321,2023-03-08-08-10-00,0.0112544,1
322,2023-03-08-08-10-00,0.0112979,1
323,2023-03-08-08-10-00,0.0112923,1
324,2023-03-08-08-10-00,0.0119438,1
325,2023-03-08-08-10-00,0.0121014,1
326,2023-03-08-08-10-00,0.0116367,1
327,2023-03-08-08-10-00,0.0113242,1
328,2023-03-08-08-10-00,0.012403,1
329,2023-03-08-08-10-00,0.011314,1
330,2023-03-08-08-10-00,0.0154862,1
331,2023-03-08-08-10-00,0.0132888,1
332,2023-03-08-08-10-00,0.0115273,1
333,2023-03-08-08-10-00,0.0114561,1
334,2023-03-08-08-10-00,0.0116676,1
335,2023-03-08-08-10-00,0.0114554,1
336,2023-03-08-08-10-00,0.0131785,1
337,2023-03-08-08-10-00,0.0117229,1
338,2023-03-08-08-10-00,0.0110497,1
339,2023-03-08-08-10-00,0.0119541,1
340,2023-03-08-08-10-00,0.0127826,1
341,2023-03-08-08-10-00,0.0127098,1
342,2023-03-08-08-10-00,0.0115085,1
343,2023-03-08-08-10-00,0.0114819,1
344,2023-03-08-08-10-01,0.0112827,1
345,2023-03-08-08-10-01,0.012133,1
346,2023-03-08-08-10-01,0.0133806,1
347,2023-03-08-08-10-01,0.0114841,1
